År;Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6;;;
2019;30B;29;1;1600;0;0;0;0;0;0;0;;
2019;30B;29;1601;1700;117;0;116;1;117;17;6.88235294117647;;
2019;30B;29;1701;1800;128;0;125;24;128;47;7.11111111111111;;
2019;30B;29;1801;1900;138;0;133;53;138;77;7.26315789473684;;
2019;30B;29;1901;2000;149;0;141;82;149;107;7.45;;
2019;30B;29;2001;2100;159;0;150;111;159;137;7.57142857142857;;
2019;30B;29;2101;2200;162;0;150;139;167;167;7.36363636363636;;
2019;30B;29;2201;2300;172;0;158;168;197;197;7.47826086956522;;
2019;30B;29;2301;2400;183;0;166;197;227;227;7.625;;
2019;30B;29;2401;2500;193;0;175;226;257;257;7.72;;
2019;30B;29;2501;2600;204;0;183;254;287;287;7.84615384615385;;
2019;30B;29;2601;2700;214;0;191;283;317;317;7.92592592592593;;
2019;30B;29;2701;2800;225;0;200;312;347;347;8.03571428571429;;
2019;30B;29;2801;2900;227;0;200;341;377;377;7.82758620689655;;
2019;30B;29;2901;3000;237;0;208;369;407;407;7.9;;
2019;30B;29;3001;3100;248;0;216;398;437;437;8;;
2019;30B;29;3101;3200;258;0;225;427;467;467;8.0625;;
2019;30B;29;3201;3300;269;0;233;456;497;497;8.15151515151515;;
2019;30B;29;3301;3400;279;0;241;484;527;527;8.20588235294118;;
2019;30B;29;3401;3500;281;0;241;513;557;557;8.02857142857143;;
2019;30B;29;3501;3600;292;0;250;542;587;587;8.11111111111111;;
2019;30B;29;3601;3700;302;0;258;571;617;617;8.16216216216216;;
2019;30B;29;3701;3800;313;0;266;599;647;647;8.23684210526316;;
2019;30B;29;3801;3900;323;0;275;623;672;672;8.28205128205128;;
2019;30B;29;3901;4000;333;0;283;647;697;697;8.325;;
2019;30B;29;4001;4100;335;0;283;668;719;719;8.17073170731707;;
2019;30B;29;4101;4200;345;0;291;692;744;744;8.21428571428571;;
2019;30B;29;4201;4300;355;0;300;716;769;769;8.25581395348837;;
2019;30B;29;4301;4400;365;19;309;737;792;792;8.29545454545455;;
2019;30B;29;4401;4500;375;42;319;761;817;817;8.33333333333333;;
2019;30B;29;4501;4600;385;64;329;782;839;839;8.3695652173913;;
2019;30B;29;4601;4700;387;87;331;806;864;864;8.23404255319149;;
2019;30B;29;4701;4800;397;109;341;829;889;889;8.27083333333333;;
2019;30B;29;4801;4900;407;132;351;851;912;912;8.30612244897959;;
2019;30B;29;4901;5000;417;154;361;874;937;937;8.34;;
2019;30B;29;5001;5100;427;177;371;896;959;959;8.37254901960784;;
2019;30B;29;5101;5200;437;199;381;919;984;984;8.40384615384615;;
2019;30B;29;5201;5300;447;219;390;943;1009;1009;8.43396226415094;;
2019;30B;29;5301;5400;449;242;392;964;1032;1032;8.31481481481481;;
2019;30B;29;5401;5500;459;264;402;988;1057;1057;8.34545454545454;;
2019;30B;29;5501;5600;469;287;412;1009;1079;1079;8.375;;
2019;30B;29;5601;5700;479;309;422;1033;1104;1104;8.40350877192982;;
2019;30B;29;5701;5800;498;332;432;1057;1129;1129;8.58620689655172;;
2019;30B;29;5801;5900;518;354;442;1078;1152;1152;8.77966101694915;;
2019;30B;29;5901;6000;538;377;443;1102;1177;1177;8.96666666666667;;
2019;30B;29;6001;6100;558;399;453;1123;1199;1199;9.14754098360656;;
2019;30B;29;6101;6200;579;422;463;1147;1224;1224;9.33870967741935;;
2019;30B;29;6201;6300;599;444;473;1171;1250;1250;9.50793650793651;;
2019;30B;29;6301;6400;619;464;483;1192;1272;1272;9.671875;;
2019;30B;29;6401;6500;639;487;493;1216;1297;1297;9.83076923076923;;
2019;30B;29;6501;6600;659;509;495;1237;1319;1319;9.98484848484848;;
2019;30B;29;6601;6700;679;532;505;1261;1344;1344;10.134328358209;;
2019;30B;29;6701;6800;699;554;514;1284;1369;1369;10.2794117647059;;
2019;30B;29;6801;6900;719;577;524;1306;1392;1392;10.4202898550725;;
2019;30B;29;6901;7000;739;599;534;1329;1417;1417;10.5571428571429;;
2019;30B;29;7001;7100;759;622;544;1351;1439;1439;10.6901408450704;;
2019;30B;29;7101;7200;779;644;546;1374;1464;1464;10.8194444444444;;
2019;30B;29;7201;7300;800;667;556;1398;1489;1489;10.958904109589;;
2019;30B;29;7301;7400;820;689;566;1419;1512;1512;11.0810810810811;;
2019;30B;29;7401;7500;840;712;576;1443;1537;1537;11.2;;
2019;30B;29;7501;7600;860;732;586;1464;1559;1559;11.3157894736842;;
2019;30B;29;7601;7700;880;754;596;1488;1584;1584;11.4285714285714;;
2019;30B;29;7701;7800;900;777;605;1512;1609;1609;11.5384615384615;;
2019;30B;29;7801;7900;920;799;607;1533;1632;1632;11.6455696202532;;
2019;30B;29;7901;8000;940;822;617;1557;1657;1657;11.75;;
2019;30B;29;8001;8100;960;844;627;1578;1679;1679;11.8518518518519;;
2019;30B;29;8101;8200;980;867;637;1602;1704;1704;11.9512195121951;;
2019;30B;29;8201;8300;1001;889;647;1626;1729;1729;12.0602409638554;;
2019;30B;29;8301;8400;1021;912;657;1647;1752;1752;12.1547619047619;;
2019;30B;29;8401;8500;1041;934;658;1671;1777;1777;12.2470588235294;;
2019;30B;29;8501;8600;1061;957;668;1692;1799;1799;12.3372093023256;;
2019;30B;29;8601;8700;1081;979;678;1716;1824;1824;12.4252873563218;;
2019;30B;29;8701;8800;1101;1000;688;1739;1849;1849;12.5113636363636;;
2019;30B;29;8801;8900;1121;1022;698;1761;1872;1872;12.5955056179775;;
2019;30B;29;8901;9000;1141;1044;708;1784;1897;1897;12.6777777777778;;
2019;30B;29;9001;9100;1161;1067;710;1805;1919;1919;12.7582417582418;;
2019;30B;29;9101;9200;1181;1089;720;1829;1944;1944;12.8369565217391;;
2019;30B;29;9201;9300;1201;1112;730;1853;1969;1969;12.9139784946237;;
2019;30B;29;9301;9400;1221;1134;740;1874;1992;1992;12.9893617021277;;
2019;30B;29;9401;9500;1242;1157;750;1898;2017;2017;13.0736842105263;;
2019;30B;29;9501;9600;1262;1179;759;1919;2039;2039;13.1458333333333;;
2019;30B;29;9601;9700;1282;1202;761;1943;2064;2064;13.2164948453608;;
2019;30B;29;9701;9800;1302;1224;771;1967;2089;2089;13.2857142857143;;
2019;30B;29;9801;9900;1322;1247;781;1989;2112;2112;13.3535353535354;;
2019;30B;29;9901;10000;1342;1267;791;2013;2137;2137;13.42;;
2019;30B;29;10001;10100;1362;1289;801;2035;2159;2159;13.4851485148515;;
2019;30B;29;10101;10200;1382;1312;811;2059;2184;2184;13.5490196078431;;
2019;30B;29;10201;10300;1402;1334;821;2083;2209;2209;13.6116504854369;;
2019;30B;29;10301;10400;1422;1357;822;2105;2232;2232;13.6730769230769;;
2019;30B;29;10401;10500;1442;1379;832;2129;2257;2257;13.7333333333333;;
2019;30B;29;10501;10600;1463;1399;842;2154;2282;2282;13.8018867924528;;
2019;30B;29;10601;10700;1483;1417;852;2183;2312;2312;13.8598130841121;;
2019;30B;29;10701;10800;1504;1437;861;2212;2342;2342;13.9259259259259;;
2019;30B;29;10801;10900;1524;1457;871;2242;2372;2372;13.9816513761468;;
2019;30B;29;10901;11000;1545;1477;873;2271;2402;2402;14.0454545454545;;
2019;30B;29;11001;11100;1565;1497;882;2300;2432;2432;14.0990990990991;;
2019;30B;29;11101;11200;1586;1517;892;2329;2462;2462;14.1607142857143;;
2019;30B;29;11201;11300;1606;1537;902;2359;2492;2492;14.212389380531;;
2019;30B;29;11301;11400;1627;1557;912;2388;2522;2522;14.2719298245614;;
2019;30B;29;11401;11500;1647;1577;921;2417;2552;2552;14.3217391304348;;
2019;30B;29;11501;11600;1668;1597;923;2447;2582;2582;14.3793103448276;;
2019;30B;29;11601;11700;1688;1617;933;2476;2612;2612;14.4273504273504;;
2019;30B;29;11701;11800;1709;1637;942;2505;2642;2642;14.4830508474576;;
2019;30B;29;11801;11900;1729;1657;952;2535;2672;2672;14.5294117647059;;
2019;30B;29;11901;12000;1750;1674;962;2564;2702;2702;14.5833333333333;;
2019;30B;29;12001;12100;1771;1694;972;2596;2734;2734;14.6363636363636;;
2019;30B;29;12101;12200;1791;1714;973;2628;2767;2767;14.6803278688525;;
2019;30B;29;12201;12300;1812;1734;983;2659;2799;2799;14.7317073170732;;
2019;30B;29;12301;12400;1833;1754;993;2694;2834;2834;14.7822580645161;;
2019;30B;29;12401;12500;1854;1772;1002;2725;2867;2867;14.832;;
2019;30B;29;12501;12600;1877;1797;1012;2757;2899;2899;14.8968253968254;;
2019;30B;29;12601;12700;1904;1824;1023;2789;2932;2932;14.992125984252;;
2019;30B;29;12701;12800;1931;1849;1033;2821;2964;2964;15.0859375;;
2019;30B;29;12801;12900;1957;1875;1035;2855;3000;3000;15.1705426356589;;
2019;30B;29;12901;13000;1984;1902;1045;2887;3032;3032;15.2615384615385;;
2019;30B;29;13001;13100;2011;1927;1055;2919;3064;3064;15.3511450381679;;
2019;30B;29;13101;13200;2037;1954;1065;2951;3097;3097;15.4318181818182;;
2019;30B;29;13201;13300;2064;1979;1075;2982;3129;3129;15.5187969924812;;
2019;30B;29;13301;13400;2091;2007;1086;3017;3164;3164;15.6044776119403;;
2019;30B;29;13401;13500;2117;2032;1088;3048;3197;3197;15.6814814814815;;
2019;30B;29;13501;13600;2144;2059;1098;3080;3229;3229;15.7647058823529;;
2019;30B;29;13601;13700;2170;2084;1108;3112;3262;3262;15.8394160583942;;
2019;30B;29;13701;13800;2197;2112;1118;3144;3294;3294;15.9202898550725;;
2019;30B;29;13801;13900;2224;2137;1128;3178;3329;3329;16;;
2019;30B;29;13901;14000;2251;2164;1139;3210;3362;3362;16.0785714285714;;
2019;30B;29;14001;14100;2276;2189;1141;3241;3394;3394;16.1418439716312;;
2019;30B;29;14101;14200;2302;2214;1151;3272;3425;3425;16.2112676056338;;
2019;30B;29;14201;14300;2327;2242;1161;3302;3456;3456;16.2727272727273;;
2019;30B;29;14301;14400;2353;2267;1171;3335;3490;3490;16.3402777777778;;
2019;30B;29;14401;14500;2378;2294;1181;3366;3522;3522;16.4;;
2019;30B;29;14501;14600;2404;2319;1192;3397;3553;3553;16.4657534246575;;
2019;30B;29;14601;14700;2430;2347;1194;3428;3584;3584;16.530612244898;;
2019;30B;29;14701;14800;2455;2372;1204;3458;3616;3616;16.5878378378378;;
2019;30B;29;14801;14900;2481;2399;1214;3491;3650;3650;16.6510067114094;;
2019;30B;29;14901;15000;2506;2424;1224;3522;3681;3681;16.7066666666667;;
2019;30B;29;15001;15100;2532;2452;1234;3553;3713;3713;16.7682119205298;;
2019;30B;29;15101;15200;2557;2477;1245;3584;3744;3744;16.8223684210526;;
2019;30B;29;15201;15300;2583;2504;1255;3614;3775;3775;16.8823529411765;;
2019;30B;29;15301;15400;2608;2529;1257;3647;3809;3809;16.9350649350649;;
2019;30B;29;15401;15500;2634;2557;1267;3678;3841;3841;16.9935483870968;;
2019;30B;29;15501;15600;2659;2582;1277;3709;3872;3872;17.0448717948718;;
2019;30B;29;15601;15700;2685;2607;1287;3740;3903;3903;17.1019108280255;;
2019;30B;29;15701;15800;2711;2634;1298;3770;3935;3935;17.1582278481013;;
2019;30B;29;15801;15900;2736;2659;1308;3803;3969;3969;17.2075471698113;;
2019;30B;29;15901;16000;2762;2687;1310;3834;4000;4000;17.2625;;
2019;30B;29;16001;16100;2787;2712;1320;3865;4032;4032;17.3105590062112;;
2019;30B;29;16101;16200;2813;2739;1330;3896;4063;4063;17.3641975308642;;
2019;30B;29;16201;16300;2838;2764;1340;3926;4094;4094;17.4110429447853;;
2019;30B;29;16301;16400;2864;2792;1351;3960;4128;4128;17.4634146341463;;
2019;30B;29;16401;16500;2890;2817;1361;3990;4160;4160;17.5151515151515;;
2019;30B;29;16501;16600;2915;2844;1363;4021;4191;4191;17.5602409638554;;
2019;30B;29;16601;16700;2941;2869;1373;4052;4222;4222;17.6107784431138;;
2019;30B;29;16701;16800;2966;2897;1383;4082;4254;4254;17.6547619047619;;
2019;30B;29;16801;16900;2992;2922;1393;4116;4288;4288;17.7041420118343;;
2019;30B;29;16901;17000;3017;2947;1403;4146;4319;4319;17.7470588235294;;
2019;30B;29;17001;17100;3043;2974;1414;4177;4351;4351;17.7953216374269;;
2019;30B;29;17101;17200;3068;3000;1416;4208;4382;4382;17.8372093023256;;
2019;30B;29;17201;17300;3094;3029;1426;4238;4413;4413;17.8843930635838;;
2019;30B;29;17301;17400;3119;3062;1437;4272;4447;4447;17.9252873563218;;
2019;30B;29;17401;17500;3145;3097;1448;4302;4479;4479;17.9714285714286;;
2019;30B;29;17501;17600;3171;3132;1458;4333;4510;4510;18.0170454545455;;
2019;30B;29;17601;17700;3196;3164;1469;4364;4541;4541;18.0564971751412;;
2019;30B;29;17701;17800;3222;3199;1480;4394;4573;4573;18.1011235955056;;
2019;30B;29;17801;17900;3247;3234;1482;4428;4607;4607;18.1396648044693;;
2019;30B;29;17901;18000;3273;3267;1493;4458;4638;4638;18.1833333333333;;
2019;30B;29;18001;18100;3298;3302;1504;4489;4670;4670;18.2209944751381;;
2019;30B;29;18101;18200;3324;3337;1515;4520;4701;4701;18.2637362637363;;
2019;30B;29;18201;18300;3349;3369;1525;4550;4732;4732;18.3005464480874;;
2019;30B;29;18301;18400;3375;3403;1535;4584;4766;4766;18.3423913043478;;
2019;30B;29;18401;18500;3401;3437;1536;4614;4798;4798;18.3837837837838;;
2019;30B;29;18501;18600;3426;3468;1546;4645;4829;4829;18.4193548387097;;
2019;30B;29;18601;18700;3452;3502;1556;4676;4860;4860;18.4598930481283;;
2019;30B;29;18701;18800;3477;3536;1565;4706;4892;4892;18.4946808510638;;
2019;30B;29;18801;18900;3503;3568;1575;4740;4926;4926;18.5343915343915;;
2019;30B;29;18901;19000;3528;3601;1585;4770;4957;4957;18.5684210526316;;
2019;30B;29;19001;19100;3554;3635;1586;4801;4989;4989;18.6073298429319;;
2019;30B;29;19101;19200;3579;3667;1596;4832;5020;5020;18.640625;;
2019;30B;29;19201;19300;3605;3700;1605;4863;5051;5051;18.6787564766839;;
2019;30B;29;19301;19400;3631;3734;1615;4896;5085;5085;18.7164948453608;;
2019;30B;29;19401;19500;3656;3766;1625;4926;5117;5117;18.7487179487179;;
2019;30B;29;19501;19600;3682;3800;1634;4957;5148;5148;18.7857142857143;;
2019;30B;29;19601;19700;3707;3833;1636;4988;5179;5179;18.8172588832487;;
2019;30B;29;19701;19800;3733;3865;1645;5019;5211;5211;18.8535353535354;;
2019;30B;29;19801;19900;3758;3899;1655;5052;5245;5245;18.8844221105528;;
2019;30B;29;19901;20000;3784;3932;1682;5082;5276;5276;18.92;;
2019;30B;29;20001;20200;3835;3998;1738;5144;5339;5339;18.9851485148515;;
2019;30B;29;20201;20400;3886;4065;1795;5208;5404;5404;19.0490196078431;;
2019;30B;29;20401;20600;3937;4131;1851;5269;5467;5467;19.1116504854369;;
2019;30B;29;20601;20800;3988;4191;1901;5331;5530;5530;19.1730769230769;;
2019;30B;29;20801;21000;4039;4249;1949;5394;5595;5595;19.2333333333333;;
2019;30B;29;21001;21200;4090;4309;1999;5456;5658;5658;19.2924528301887;;
2019;30B;29;21201;21400;4142;4367;2047;5520;5723;5723;19.3551401869159;;
2019;30B;29;21401;21600;4193;4428;2098;5581;5786;5786;19.412037037037;;
2019;30B;29;21601;21800;4244;4486;2146;5643;5849;5849;19.4678899082569;;
2019;30B;29;21801;22000;4295;4546;2196;5706;5914;5914;19.5227272727273;;
2019;30B;29;22001;22200;4346;4604;2244;5768;5977;5977;19.5765765765766;;
2019;30B;29;22201;22400;4397;4665;2295;5832;6042;6042;19.6294642857143;;
2019;30B;29;22401;22600;4448;4723;2343;5893;6105;6105;19.6814159292035;;
2019;30B;29;22601;22800;4499;4783;2393;5955;6168;6168;19.7324561403509;;
2019;30B;29;22801;23000;4550;4841;2441;6018;6233;6233;19.7826086956522;;
2019;30B;29;23001;23200;4601;4902;2492;6080;6296;6296;19.8318965517241;;
2019;30B;29;23201;23400;4653;4960;2540;6144;6361;6361;19.8846153846154;;
2019;30B;29;23401;23600;4704;5020;2590;6205;6424;6424;19.9322033898305;;
2019;30B;29;23601;23800;4755;5078;2638;6267;6487;6487;19.9789915966387;;
2019;30B;29;23801;24000;4806;5138;2688;6331;6552;6552;20.025;;
2019;30B;29;24001;24200;4857;5196;2736;6392;6615;6615;20.0702479338843;;
2019;30B;29;24201;24400;4908;5257;2787;6456;6680;6680;20.1147540983607;;
2019;30B;29;24401;24600;4959;5315;2835;6517;6743;6743;20.1585365853659;;
2019;30B;29;24601;24800;5010;5375;2885;6579;6806;6806;20.2016129032258;;
2019;30B;29;24801;25000;5061;5433;2933;6643;6871;6871;20.244;;
2019;30B;29;25001;25200;5113;5494;2994;6704;6934;6934;20.2896825396825;;
2019;30B;29;25201;25400;5164;5552;3052;6768;6999;6999;20.3307086614173;;
2019;30B;29;25401;25600;5215;5610;3110;6829;7062;7062;20.37109375;;
2019;30B;29;25601;25800;5266;5670;3170;6891;7125;7125;20.4108527131783;;
2019;30B;29;25801;26000;5317;5728;3228;6955;7190;7190;20.45;;
2019;30B;29;26001;26200;5368;5788;3288;7016;7253;7253;20.4885496183206;;
2019;30B;29;26201;26400;5419;5846;3346;7080;7318;7318;20.5265151515152;;
2019;30B;29;26401;26600;5470;5907;3407;7141;7381;7381;20.5639097744361;;
2019;30B;29;26601;26800;5521;5965;3465;7203;7444;7444;20.6007462686567;;
2019;30B;29;26801;27000;5572;6025;3525;7267;7509;7509;20.637037037037;;
2019;30B;29;27001;27200;5624;6083;3583;7328;7572;7572;20.6764705882353;;
2019;30B;29;27201;27400;5675;6144;3644;7392;7637;7637;20.7116788321168;;
2019;30B;29;27401;27600;5726;6202;3702;7453;7700;7700;20.7463768115942;;
2019;30B;29;27601;27800;5777;6262;3762;7515;7763;7763;20.7805755395683;;
2019;30B;29;27801;28000;5828;6320;3820;7579;7828;7828;20.8142857142857;;
2019;30B;29;28001;28200;5879;6381;3881;7640;7891;7891;20.8475177304965;;
2019;30B;29;28201;28400;5930;6439;3939;7704;7956;7956;20.8802816901408;;
2019;30B;29;28401;28600;5981;6499;3999;7765;8019;8019;20.9125874125874;;
2019;30B;29;28601;28800;6032;6557;4057;7827;8082;8082;20.9444444444444;;
2019;30B;29;28801;29000;6084;6617;4117;7891;8147;8147;20.9793103448276;;
2019;30B;29;29001;29200;6135;6675;4175;7952;8210;8210;21.0102739726027;;
2019;30B;29;29201;29400;6186;6736;4236;8016;8275;8275;21.0408163265306;;
2019;30B;29;29401;29600;6237;6794;4294;8077;8338;8338;21.0709459459459;;
2019;30B;29;29601;29800;6288;6854;4354;8139;8401;8401;21.1006711409396;;
2019;30B;29;29801;30000;6339;6912;4412;8203;8466;8466;21.13;;
2019;30B;29;30001;30200;6390;6973;4473;8264;8529;8529;21.158940397351;;
2019;30B;29;30201;30400;6441;7031;4531;8328;8594;8594;21.1875;;0,211875
2019;30B;29;30401;30600;6492;7089;4589;8387;8655;8655;21.2156862745098;;
2019;30B;29;30601;30800;6543;7149;4649;8444;8713;8713;21.2435064935065;;
2019;30B;29;30801;31000;6594;7207;4707;8500;8771;8771;21.2709677419355;;
2019;30B;29;31001;31200;6645;7267;4767;8557;8829;8829;21.2980769230769;;
2019;30B;29;31201;31400;6698;7330;4830;8614;8887;8887;21.3312101910828;;
2019;30B;29;31401;31600;6756;7396;4896;8670;8945;8945;21.379746835443;;
2019;30B;29;31601;31800;6814;7461;4961;8727;9003;9003;21.4276729559748;;
2019;30B;29;31801;32000;6872;7526;5026;8783;9061;9061;21.475;;
2019;30B;29;32001;32200;6930;7591;5091;8840;9119;9119;21.5217391304348;;
2019;30B;29;32201;32400;6988;7657;5157;8897;9177;9177;21.5679012345679;;
2019;30B;29;32401;32600;7047;7722;5222;8953;9235;9235;21.6165644171779;;
2019;30B;29;32601;32800;7104;7787;5287;9010;9293;9293;21.6585365853659;;
2019;30B;29;32801;33000;7162;7852;5352;9066;9351;9351;21.7030303030303;;
2019;30B;29;33001;33200;7220;7918;5418;9123;9409;9409;21.7469879518072;;
2019;30B;29;33201;33400;7278;7983;5483;9180;9467;9467;21.7904191616766;;
2019;30B;29;33401;33600;7336;8048;5548;9236;9525;9525;21.8333333333333;;
2019;30B;29;33601;33800;7394;8113;5613;9293;9583;9583;21.8757396449704;;
2019;30B;29;33801;34000;7452;8179;5679;9349;9641;9641;21.9176470588235;;
2019;30B;29;34001;34200;7510;8244;5744;9406;9699;9699;21.9590643274854;;
2019;30B;29;34201;34400;7568;8309;5809;9463;9757;9757;22;;
2019;30B;29;34401;34600;7626;8374;5874;9519;9815;9815;22.0404624277457;;
2019;30B;29;34601;34800;7684;8440;5940;9576;9873;9873;22.0804597701149;;
2019;30B;29;34801;35000;7742;8505;6005;9632;9931;9931;22.12;;
2019;30B;29;35001;35200;7800;8570;6070;9689;9989;9989;22.1590909090909;;
2019;30B;29;35201;35400;7858;8635;6135;9746;10047;10047;22.1977401129943;;
2019;30B;29;35401;35600;7916;8701;6201;9802;10105;10105;22.2359550561798;;
2019;30B;29;35601;35800;7974;8766;6266;9859;10163;10163;22.2737430167598;;
2019;30B;29;35801;36000;8032;8831;6331;9916;10221;10221;22.3111111111111;;
2019;30B;29;36001;36200;8090;8896;6396;9972;10279;10279;22.3480662983425;;
2019;30B;29;36201;36400;8148;8962;6462;10029;10337;10337;22.3846153846154;;
2019;30B;29;36401;36600;8206;9027;6527;10085;10395;10395;22.4207650273224;;
2019;30B;29;36601;36800;8264;9092;6592;10142;10453;10453;22.4565217391304;;
2019;30B;29;36801;37000;8322;9157;6657;10199;10511;10511;22.4918918918919;;
2019;30B;29;37001;37200;8380;9223;6723;10255;10569;10569;22.5268817204301;;
2019;30B;29;37201;37400;8438;9288;6788;10312;10627;10627;22.5614973262032;;
2019;30B;29;37401;37600;8497;9353;6853;10368;10685;10685;22.5984042553191;;
2019;30B;29;37601;37800;8554;9418;6918;10425;10743;10743;22.6296296296296;;
2019;30B;29;37801;38000;8612;9484;6984;10482;10801;10801;22.6631578947368;;
2019;30B;29;38001;38200;8670;9549;7049;10538;10859;10859;22.696335078534;;
2019;30B;29;38201;38400;8728;9614;7114;10595;10917;10917;22.7291666666667;;
2019;30B;29;38401;38600;8786;9679;7179;10651;10975;10975;22.7616580310881;;
2019;30B;29;38601;38800;8844;9745;7245;10708;11033;11033;22.7938144329897;;
2019;30B;29;38801;39000;8902;9810;7310;10765;11091;11091;22.825641025641;;
2019;30B;29;39001;39200;8960;9875;7375;10821;11149;11149;22.8571428571429;;
2019;30B;29;39201;39400;9018;9940;7440;10878;11207;11207;22.8883248730964;;
2019;30B;29;39401;39600;9076;10006;7506;10934;11265;11265;22.9191919191919;;
2019;30B;29;39601;39800;9134;10071;7571;10991;11323;11323;22.9497487437186;;
2019;30B;29;39801;40000;9192;10136;7636;11048;11381;11381;22.98;;
2019;30B;29;40001;40200;9250;10201;7701;11104;11439;11439;23.0099502487562;;
2019;30B;29;40201;40400;9308;10267;7767;11161;11497;11497;23.039603960396;;
2019;30B;29;40401;40600;9366;10332;7832;11218;11555;11555;23.0689655172414;;
2019;30B;29;40601;40800;9424;10397;7897;11274;11613;11613;23.0980392156863;;
2019;30B;29;40801;41000;9482;10462;7962;11331;11671;11671;23.1268292682927;;
2019;30B;29;41001;41200;9540;10528;8028;11387;11729;11729;23.1553398058252;;
2019;30B;29;41201;41400;9598;10593;8093;11444;11787;11787;23.1835748792271;;
2019;30B;29;41401;41600;9656;10658;8158;11501;11845;11845;23.2115384615385;;
2019;30B;29;41601;41800;9714;10723;8223;11557;11903;11903;23.2392344497608;;
2019;30B;29;41801;42000;9772;10789;8289;11614;11961;11961;23.2666666666667;;
2019;30B;29;42001;42200;9864;10854;8354;11704;12052;12052;23.3744075829384;;
2019;30B;29;42201;42400;9962;10919;8419;11800;12150;12150;23.4952830188679;;
2019;30B;29;42401;42600;10060;10984;8484;11897;12248;12248;23.6150234741784;;
2019;30B;29;42601;42800;10158;11050;8550;11994;12346;12346;23.7336448598131;;
2019;30B;29;42801;43000;10256;11115;8615;12090;12444;12444;23.8511627906977;;
2019;30B;29;43001;43200;10354;11180;8680;12187;12542;12542;23.9675925925926;;
2019;30B;29;43201;43400;10452;11245;8745;12283;12640;12640;24.0829493087558;;
2019;30B;29;43401;43600;10550;11311;8811;12380;12738;12738;24.197247706422;;
2019;30B;29;43601;43800;10648;11376;8876;12477;12836;12836;24.310502283105;;
2019;30B;29;43801;44000;10746;11441;8941;12573;12934;12934;24.4227272727273;;
2019;30B;29;44001;44200;10844;11506;9006;12670;13032;13032;24.5339366515837;;
2019;30B;29;44201;44400;10942;11572;9072;12766;13130;13130;24.6441441441441;;
2019;30B;29;44401;44600;11040;11637;9137;12863;13228;13228;24.7533632286996;;
2019;30B;29;44601;44800;11138;11702;9202;12960;13326;13326;24.8616071428571;;
2019;30B;29;44801;45000;11236;11767;9267;13056;13424;13424;24.9688888888889;;
2019;30B;29;45001;45200;11334;11833;9333;13153;13522;13522;25.0752212389381;;
2019;30B;29;45201;45400;11432;11898;9398;13249;13620;13620;25.1806167400881;;
2019;30B;29;45401;45600;11530;11963;9463;13346;13718;13718;25.2850877192982;;
2019;30B;29;45601;45800;11628;12068;9568;13443;13816;13816;25.3886462882096;;
2019;30B;29;45801;46000;11726;12179;9679;13539;13914;13914;25.4913043478261;;
2019;30B;29;46001;46200;11824;12289;9789;13636;14012;14012;25.5930735930736;;
2019;30B;29;46201;46400;11922;12399;9899;13732;14110;14110;25.6939655172414;;
2019;30B;29;46401;46600;12020;12509;10009;13829;14208;14208;25.793991416309;;
2019;30B;29;46601;46800;12118;12620;10120;13926;14306;14306;25.8931623931624;;
2019;30B;29;46801;47000;12216;12730;10230;14022;14404;14404;25.9914893617021;;
2019;30B;29;47001;47200;12314;12840;10340;14119;14502;14502;26.0889830508475;;
2019;30B;29;47201;47400;12412;12950;10450;14216;14600;14600;26.1856540084388;;
2019;30B;29;47401;47600;12510;13061;10561;14312;14698;14698;26.281512605042;;
2019;30B;29;47601;47800;12608;13171;10671;14409;14796;14796;26.3765690376569;;
2019;30B;29;47801;48000;12706;13281;10781;14505;14894;14894;26.4708333333333;;
2019;30B;29;48001;48200;12804;13391;10891;14602;14992;14992;26.5643153526971;;
2019;30B;29;48201;48400;12902;13502;11002;14699;15090;15090;26.6570247933884;;
2019;30B;29;48401;48600;13000;13612;11112;14795;15188;15188;26.7489711934156;;
2019;30B;29;48601;48800;13098;13722;11222;14892;15286;15286;26.8401639344262;;
2019;30B;29;48801;49000;13196;13832;11332;14988;15384;15384;26.930612244898;;
2019;30B;29;49001;49200;13294;13943;11443;15085;15482;15482;27.020325203252;;
2019;30B;29;49201;49400;13392;14053;11553;15182;15580;15580;27.1093117408907;;
2019;30B;29;49401;49600;13490;14163;11663;15278;15678;15678;27.1975806451613;;
2019;30B;29;49601;49800;13588;14273;11773;15375;15776;15776;27.285140562249;;
2019;30B;29;49801;50000;13686;14384;11884;15471;15874;15874;27.372;;
2019;30B;29;50001;50200;13784;14494;12000;15568;15972;15972;27.4581673306773;;
2019;30B;29;50201;50400;13882;14604;12116;15665;16070;16070;27.5436507936508;;
2019;30B;29;50401;50600;13980;14714;12232;15761;16168;16168;27.6284584980237;;
2019;30B;29;50601;50800;14078;14825;12349;15858;16266;16266;27.7125984251968;;
2019;30B;29;50801;51000;14176;14935;12465;15954;16364;16364;27.7960784313725;;
2019;30B;29;51001;51200;14274;15045;12581;16051;16462;16462;27.87890625;;
2019;30B;29;51201;51400;14372;15155;12697;16148;16560;16560;27.9610894941634;;
2019;30B;29;51401;51600;14470;15266;12814;16244;16658;16658;28.0426356589147;;
